epoch,chunk_id,train_loss,train_acc,val_loss,val_acc,learning_rate
5,5,0.024627047867891556,0.5239520958083832,0.03193721493435879,0.5854922279792746,0.0005
5,6,0.0234165288718207,0.4865134865134865,0.027703138851256644,0.35751295336787564,0.0005
5,7,0.02519104163814615,0.5214785214785215,0.02588818714485885,0.5958549222797928,0.0005
5,8,0.025202734833145952,0.5274725274725275,0.030462970074092478,0.41968911917098445,0.0005
5,9,0.02457780750481399,0.5474525474525475,0.03201702109735864,0.6062176165803109,0.0005
5,10,0.02486311224243649,0.5104895104895105,0.030042076859758307,0.37305699481865284,0.0005
6,1,0.025129144821695225,0.49600798403193613,0.02719834197910956,0.48186528497409326,0.0005
6,2,0.025282622468351067,0.5129740518962076,0.03360471566608224,0.43523316062176165,0.0005
6,3,0.024803444062789042,0.4930139720558882,0.03400670799277144,0.5492227979274611,0.0005
6,4,0.027876577230389724,0.5469061876247505,0.030269086497251928,0.5595854922279793,0.0005
6,5,0.02538514764841921,0.5169660678642715,0.027427330999176738,0.6424870466321243,0.0005
6,6,0.024915758023535337,0.5184815184815185,0.030810022774910063,0.533678756476684,0.0005
6,7,0.02640653564245789,0.4955044955044955,0.028311507081506784,0.49740932642487046,0.0005
6,8,0.02496822096396249,0.48151848151848153,0.025799345032075528,0.5129533678756477,0.0005
6,9,0.02411055715231748,0.5264735264735265,0.026448849424565393,0.533678756476684,0.0005
6,10,0.026299586247924445,0.5364635364635365,0.03512603209542178,0.2694300518134715,0.0005
7,1,0.0254680092396315,0.5249500998003992,0.03272859606447924,0.46632124352331605,0.0005
7,2,0.027181525251822557,0.5039920159680639,0.03148485585043467,0.43005181347150256,0.0005
7,3,0.025314469663742296,0.5169660678642715,0.026750281357828896,0.5751295336787565,0.0005
7,4,0.028327701847531837,0.5129740518962076,0.02551456615980232,0.46632124352331605,0.0005
7,5,0.02556883109484366,0.5179640718562875,0.029133135608489107,0.6424870466321243,0.0005
7,6,0.02582529459807363,0.47952047952047955,0.02691325763423826,0.38341968911917096,0.0005
7,7,0.02392997516023291,0.5424575424575424,0.028563704631180343,0.5647668393782384,0.0005
7,8,0.02521651809649927,0.4955044955044955,0.03445850949435268,0.38341968911917096,0.0005
7,9,0.02582985743671864,0.4935064935064935,0.03539957182356422,0.6683937823834197,0.0005
7,10,0.025673320504848832,0.5344655344655345,0.0361772281325234,0.43005181347150256,0.0005
